fill	ymin	ymax	xmin	xmax	showSelected1
#000000	0.07	0.08	0.05	2.45	70
#000000	0.08	0.09	0.05	2.45	70
#000000	0.09	0.1	0.05	2.45	70
#000000	0.1	0.11	0.05	2.45	70
#000000	0.11	0.12	0.05	2.45	70
#000000	0.12	0.13	0.05	2.45	70
#000000	0.13	0.14	0.05	2.45	70
#000000	0.14	0.15	0.05	2.45	70
#000000	0.15	0.16	0.05	2.45	70
#000000	0.16	0.17	0.05	2.45	70
#000000	0.17	0.18	0.05	2.45	70
#000000	0.18	0.19	0.05	2.45	70
#000000	0.19	0.2	0.05	2.45	70
#000000	0.2	0.21	0.05	2.45	70
#000000	0.21	0.22	0.05	2.45	70
#000000	0.22	0.23	0.05	2.45	70
#000000	0.23	0.24	0.05	2.45	70
#000000	0.24	0.25	0.05	2.45	70
#000000	0.25	0.26	0.05	2.45	70
#000000	0.26	0.27	0.05	2.45	70
#000000	0.27	0.28	0.05	2.45	70
#000000	0.28	0.29	0.05	2.45	70
#000000	0.29	0.3	0.05	2.45	70
#000000	0.3	0.31	0.05	2.45	70
#000000	0.31	0.32	0.05	2.45	70
#FF0000	0	0.01	2.55	4.95	70
#FF0000	0.01	0.02	2.55	4.95	70
#FF0000	0.02	0.03	2.55	4.95	70
#FF0000	0.03	0.04	2.55	4.95	70
#FF0000	0.04	0.05	2.55	4.95	70
#FF0000	0.05	0.06	2.55	4.95	70
#0000FF	0	0.01	5.05	7.45	70
#0000FF	0.01	0.02	5.05	7.45	70
#0000FF	0.02	0.03	5.05	7.45	70
#0000FF	0.03	0.04	5.05	7.45	70
#0000FF	0.04	0.05	5.05	7.45	70
#0000FF	0.05	0.06	5.05	7.45	70
#0000FF	0.06	0.07	5.05	7.45	70
#0000FF	0.07	0.08	5.05	7.45	70
#0000FF	0.08	0.09	5.05	7.45	70
#0000FF	0.09	0.1	5.05	7.45	70
#0000FF	0.1	0.11	5.05	7.45	70
#0000FF	0.11	0.12	5.05	7.45	70
#0000FF	0.12	0.13	5.05	7.45	70
#0000FF	0.13	0.14	5.05	7.45	70
#0000FF	0.14	0.15	5.05	7.45	70
#0000FF	0.15	0.16	5.05	7.45	70
#0000FF	0.16	0.17	5.05	7.45	70
#0000FF	0.17	0.18	5.05	7.45	70
#0000FF	0.18	0.19	5.05	7.45	70
#0000FF	0.19	0.2	5.05	7.45	70
#0000FF	0.2	0.21	5.05	7.45	70
#0000FF	0.21	0.22	5.05	7.45	70
#0000FF	0.22	0.23	5.05	7.45	70
#0000FF	0.23	0.24	5.05	7.45	70
#0000FF	0.24	0.25	5.05	7.45	70
#0000FF	0.25	0.26	5.05	7.45	70
#0000FF	0.26	0.27	5.05	7.45	70
#0000FF	0.27	0.28	5.05	7.45	70
#0000FF	0.28	0.29	5.05	7.45	70
#0000FF	0.29	0.3	5.05	7.45	70
#0000FF	0.3	0.31	5.05	7.45	70
#0000FF	0.31	0.32	5.05	7.45	70
#000000	0	0.01	0.05	2.45	71
#000000	0.01	0.02	0.05	2.45	71
#000000	0.02	0.03	0.05	2.45	71
#000000	0.03	0.04	0.05	2.45	71
#000000	0.04	0.05	0.05	2.45	71
#000000	0.05	0.06	0.05	2.45	71
#000000	0.06	0.07	0.05	2.45	71
#000000	0.07	0.08	0.05	2.45	71
#000000	0.08	0.09	0.05	2.45	71
#000000	0.09	0.1	0.05	2.45	71
#000000	0.1	0.11	0.05	2.45	71
#000000	0.11	0.12	0.05	2.45	71
#000000	0.12	0.13	0.05	2.45	71
#000000	0.13	0.14	0.05	2.45	71
#000000	0.14	0.15	0.05	2.45	71
#000000	0.15	0.16	0.05	2.45	71
#000000	0.16	0.17	0.05	2.45	71
#000000	0.17	0.18	0.05	2.45	71
#000000	0.18	0.19	0.05	2.45	71
#000000	0.19	0.2	0.05	2.45	71
#000000	0.2	0.21	0.05	2.45	71
#000000	0.21	0.22	0.05	2.45	71
#000000	0.22	0.23	0.05	2.45	71
#000000	0.23	0.24	0.05	2.45	71
#000000	0.24	0.25	0.05	2.45	71
#000000	0.25	0.26	0.05	2.45	71
#000000	0.26	0.27	0.05	2.45	71
#000000	0.27	0.28	0.05	2.45	71
#000000	0.28	0.29	0.05	2.45	71
#000000	0.29	0.3	0.05	2.45	71
#000000	0.3	0.31	0.05	2.45	71
#000000	0.31	0.32	0.05	2.45	71
#FF0000	0	0.01	2.55	4.95	71
#FF0000	0.01	0.02	2.55	4.95	71
#FF0000	0.02	0.03	2.55	4.95	71
#FF0000	0.03	0.04	2.55	4.95	71
#FF0000	0.04	0.05	2.55	4.95	71
#FF0000	0.05	0.06	2.55	4.95	71
#0000FF	0	0.01	5.05	7.45	71
#0000FF	0.01	0.02	5.05	7.45	71
#0000FF	0.02	0.03	5.05	7.45	71
#0000FF	0.03	0.04	5.05	7.45	71
#0000FF	0.04	0.05	5.05	7.45	71
#0000FF	0.05	0.06	5.05	7.45	71
#0000FF	0.06	0.07	5.05	7.45	71
#0000FF	0.07	0.08	5.05	7.45	71
#0000FF	0.08	0.09	5.05	7.45	71
#0000FF	0.09	0.1	5.05	7.45	71
#0000FF	0.1	0.11	5.05	7.45	71
#0000FF	0.11	0.12	5.05	7.45	71
#0000FF	0.12	0.13	5.05	7.45	71
#0000FF	0.13	0.14	5.05	7.45	71
#0000FF	0.14	0.15	5.05	7.45	71
#0000FF	0.15	0.16	5.05	7.45	71
#0000FF	0.16	0.17	5.05	7.45	71
#0000FF	0.17	0.18	5.05	7.45	71
#0000FF	0.18	0.19	5.05	7.45	71
#0000FF	0.19	0.2	5.05	7.45	71
#0000FF	0.2	0.21	5.05	7.45	71
#0000FF	0.21	0.22	5.05	7.45	71
#0000FF	0.22	0.23	5.05	7.45	71
#0000FF	0.23	0.24	5.05	7.45	71
#0000FF	0.24	0.25	5.05	7.45	71
#0000FF	0.25	0.26	5.05	7.45	71
#0000FF	0.26	0.27	5.05	7.45	71
#0000FF	0.27	0.28	5.05	7.45	71
#0000FF	0.28	0.29	5.05	7.45	71
#0000FF	0.29	0.3	5.05	7.45	71
#0000FF	0.3	0.31	5.05	7.45	71
#0000FF	0.31	0.32	5.05	7.45	71
#0000FF	0.32	0.33	5.05	7.45	71
#000000	0	0.01	0.05	2.45	72
#000000	0.01	0.02	0.05	2.45	72
#000000	0.02	0.03	0.05	2.45	72
#000000	0.03	0.04	0.05	2.45	72
#000000	0.04	0.05	0.05	2.45	72
#000000	0.05	0.06	0.05	2.45	72
#000000	0.06	0.07	0.05	2.45	72
#000000	0.07	0.08	0.05	2.45	72
#000000	0.08	0.09	0.05	2.45	72
#000000	0.09	0.1	0.05	2.45	72
#000000	0.1	0.11	0.05	2.45	72
#000000	0.11	0.12	0.05	2.45	72
#000000	0.12	0.13	0.05	2.45	72
#000000	0.13	0.14	0.05	2.45	72
#000000	0.14	0.15	0.05	2.45	72
#000000	0.15	0.16	0.05	2.45	72
#000000	0.16	0.17	0.05	2.45	72
#000000	0.17	0.18	0.05	2.45	72
#000000	0.18	0.19	0.05	2.45	72
#000000	0.19	0.2	0.05	2.45	72
#000000	0.2	0.21	0.05	2.45	72
#000000	0.21	0.22	0.05	2.45	72
#000000	0.22	0.23	0.05	2.45	72
#000000	0.23	0.24	0.05	2.45	72
#000000	0.24	0.25	0.05	2.45	72
#000000	0.25	0.26	0.05	2.45	72
#000000	0.26	0.27	0.05	2.45	72
#000000	0.27	0.28	0.05	2.45	72
#000000	0.28	0.29	0.05	2.45	72
#000000	0.29	0.3	0.05	2.45	72
#000000	0.3	0.31	0.05	2.45	72
#000000	0.31	0.32	0.05	2.45	72
#FF0000	0	0.01	2.55	4.95	72
#FF0000	0.01	0.02	2.55	4.95	72
#FF0000	0.02	0.03	2.55	4.95	72
#FF0000	0.03	0.04	2.55	4.95	72
#FF0000	0.04	0.05	2.55	4.95	72
#FF0000	0.05	0.06	2.55	4.95	72
#0000FF	0	0.01	5.05	7.45	72
#0000FF	0.01	0.02	5.05	7.45	72
#0000FF	0.02	0.03	5.05	7.45	72
#0000FF	0.03	0.04	5.05	7.45	72
#0000FF	0.04	0.05	5.05	7.45	72
#0000FF	0.05	0.06	5.05	7.45	72
#0000FF	0.06	0.07	5.05	7.45	72
#0000FF	0.07	0.08	5.05	7.45	72
#0000FF	0.08	0.09	5.05	7.45	72
#0000FF	0.09	0.1	5.05	7.45	72
#0000FF	0.1	0.11	5.05	7.45	72
#0000FF	0.11	0.12	5.05	7.45	72
#0000FF	0.12	0.13	5.05	7.45	72
#0000FF	0.13	0.14	5.05	7.45	72
#0000FF	0.14	0.15	5.05	7.45	72
#0000FF	0.15	0.16	5.05	7.45	72
#0000FF	0.16	0.17	5.05	7.45	72
#0000FF	0.17	0.18	5.05	7.45	72
#0000FF	0.18	0.19	5.05	7.45	72
#0000FF	0.19	0.2	5.05	7.45	72
#0000FF	0.2	0.21	5.05	7.45	72
#0000FF	0.21	0.22	5.05	7.45	72
#0000FF	0.22	0.23	5.05	7.45	72
#0000FF	0.23	0.24	5.05	7.45	72
#0000FF	0.24	0.25	5.05	7.45	72
#0000FF	0.25	0.26	5.05	7.45	72
#0000FF	0.26	0.27	5.05	7.45	72
#0000FF	0.27	0.28	5.05	7.45	72
#0000FF	0.28	0.29	5.05	7.45	72
#0000FF	0.29	0.3	5.05	7.45	72
#0000FF	0.3	0.31	5.05	7.45	72
#0000FF	0.31	0.32	5.05	7.45	72
#0000FF	0.32	0.33	5.05	7.45	72
#0000FF	0.33	0.34	5.05	7.45	72
#000000	0	0.01	0.05	2.45	73
#000000	0.01	0.02	0.05	2.45	73
#000000	0.02	0.03	0.05	2.45	73
#000000	0.03	0.04	0.05	2.45	73
#000000	0.04	0.05	0.05	2.45	73
#000000	0.05	0.06	0.05	2.45	73
#000000	0.06	0.07	0.05	2.45	73
#000000	0.07	0.08	0.05	2.45	73
#000000	0.08	0.09	0.05	2.45	73
#000000	0.09	0.1	0.05	2.45	73
#000000	0.1	0.11	0.05	2.45	73
#000000	0.11	0.12	0.05	2.45	73
#000000	0.12	0.13	0.05	2.45	73
#000000	0.13	0.14	0.05	2.45	73
#000000	0.14	0.15	0.05	2.45	73
#000000	0.15	0.16	0.05	2.45	73
#000000	0.16	0.17	0.05	2.45	73
#000000	0.17	0.18	0.05	2.45	73
#000000	0.18	0.19	0.05	2.45	73
#000000	0.19	0.2	0.05	2.45	73
#000000	0.2	0.21	0.05	2.45	73
#000000	0.21	0.22	0.05	2.45	73
#000000	0.22	0.23	0.05	2.45	73
#000000	0.23	0.24	0.05	2.45	73
#000000	0.24	0.25	0.05	2.45	73
#000000	0.25	0.26	0.05	2.45	73
#000000	0.26	0.27	0.05	2.45	73
#000000	0.27	0.28	0.05	2.45	73
#000000	0.28	0.29	0.05	2.45	73
#000000	0.29	0.3	0.05	2.45	73
#000000	0.3	0.31	0.05	2.45	73
#000000	0.31	0.32	0.05	2.45	73
#FF0000	0	0.01	2.55	4.95	73
#FF0000	0.01	0.02	2.55	4.95	73
#FF0000	0.02	0.03	2.55	4.95	73
#FF0000	0.03	0.04	2.55	4.95	73
#FF0000	0.04	0.05	2.55	4.95	73
#FF0000	0.05	0.06	2.55	4.95	73
#0000FF	0	0.01	5.05	7.45	73
#0000FF	0.01	0.02	5.05	7.45	73
#0000FF	0.02	0.03	5.05	7.45	73
#0000FF	0.03	0.04	5.05	7.45	73
#0000FF	0.04	0.05	5.05	7.45	73
#0000FF	0.05	0.06	5.05	7.45	73
#0000FF	0.06	0.07	5.05	7.45	73
#0000FF	0.07	0.08	5.05	7.45	73
#0000FF	0.08	0.09	5.05	7.45	73
#0000FF	0.09	0.1	5.05	7.45	73
#0000FF	0.1	0.11	5.05	7.45	73
#0000FF	0.11	0.12	5.05	7.45	73
#0000FF	0.12	0.13	5.05	7.45	73
#0000FF	0.13	0.14	5.05	7.45	73
#0000FF	0.14	0.15	5.05	7.45	73
#0000FF	0.15	0.16	5.05	7.45	73
#0000FF	0.16	0.17	5.05	7.45	73
#0000FF	0.17	0.18	5.05	7.45	73
#0000FF	0.18	0.19	5.05	7.45	73
#0000FF	0.19	0.2	5.05	7.45	73
#0000FF	0.2	0.21	5.05	7.45	73
#0000FF	0.21	0.22	5.05	7.45	73
#0000FF	0.22	0.23	5.05	7.45	73
#0000FF	0.23	0.24	5.05	7.45	73
#0000FF	0.24	0.25	5.05	7.45	73
#0000FF	0.25	0.26	5.05	7.45	73
#0000FF	0.26	0.27	5.05	7.45	73
#0000FF	0.27	0.28	5.05	7.45	73
#0000FF	0.28	0.29	5.05	7.45	73
#0000FF	0.29	0.3	5.05	7.45	73
#0000FF	0.3	0.31	5.05	7.45	73
#0000FF	0.31	0.32	5.05	7.45	73
#0000FF	0.32	0.33	5.05	7.45	73
#0000FF	0.33	0.34	5.05	7.45	73
#0000FF	0.34	0.35	5.05	7.45	73
#000000	0	0.01	0.05	2.45	74
#000000	0.01	0.02	0.05	2.45	74
#000000	0.02	0.03	0.05	2.45	74
#000000	0.03	0.04	0.05	2.45	74
#000000	0.04	0.05	0.05	2.45	74
#000000	0.05	0.06	0.05	2.45	74
#000000	0.06	0.07	0.05	2.45	74
#000000	0.07	0.08	0.05	2.45	74
#000000	0.08	0.09	0.05	2.45	74
#000000	0.09	0.1	0.05	2.45	74
#000000	0.1	0.11	0.05	2.45	74
#000000	0.11	0.12	0.05	2.45	74
#000000	0.12	0.13	0.05	2.45	74
#000000	0.13	0.14	0.05	2.45	74
#000000	0.14	0.15	0.05	2.45	74
#000000	0.15	0.16	0.05	2.45	74
#000000	0.16	0.17	0.05	2.45	74
#000000	0.17	0.18	0.05	2.45	74
#000000	0.18	0.19	0.05	2.45	74
#000000	0.19	0.2	0.05	2.45	74
#000000	0.2	0.21	0.05	2.45	74
#000000	0.21	0.22	0.05	2.45	74
#000000	0.22	0.23	0.05	2.45	74
#000000	0.23	0.24	0.05	2.45	74
#000000	0.24	0.25	0.05	2.45	74
#000000	0.25	0.26	0.05	2.45	74
#000000	0.26	0.27	0.05	2.45	74
#000000	0.27	0.28	0.05	2.45	74
#000000	0.28	0.29	0.05	2.45	74
#000000	0.29	0.3	0.05	2.45	74
#000000	0.3	0.31	0.05	2.45	74
#000000	0.31	0.32	0.05	2.45	74
#000000	0.32	0.33	0.05	2.45	74
#FF0000	0	0.01	2.55	4.95	74
#FF0000	0.01	0.02	2.55	4.95	74
#FF0000	0.02	0.03	2.55	4.95	74
#FF0000	0.03	0.04	2.55	4.95	74
#FF0000	0.04	0.05	2.55	4.95	74
#FF0000	0.05	0.06	2.55	4.95	74
#0000FF	0	0.01	5.05	7.45	74
#0000FF	0.01	0.02	5.05	7.45	74
#0000FF	0.02	0.03	5.05	7.45	74
#0000FF	0.03	0.04	5.05	7.45	74
#0000FF	0.04	0.05	5.05	7.45	74
#0000FF	0.05	0.06	5.05	7.45	74
#0000FF	0.06	0.07	5.05	7.45	74
#0000FF	0.07	0.08	5.05	7.45	74
#0000FF	0.08	0.09	5.05	7.45	74
#0000FF	0.09	0.1	5.05	7.45	74
#0000FF	0.1	0.11	5.05	7.45	74
#0000FF	0.11	0.12	5.05	7.45	74
#0000FF	0.12	0.13	5.05	7.45	74
#0000FF	0.13	0.14	5.05	7.45	74
#0000FF	0.14	0.15	5.05	7.45	74
#0000FF	0.15	0.16	5.05	7.45	74
#0000FF	0.16	0.17	5.05	7.45	74
#0000FF	0.17	0.18	5.05	7.45	74
#0000FF	0.18	0.19	5.05	7.45	74
#0000FF	0.19	0.2	5.05	7.45	74
#0000FF	0.2	0.21	5.05	7.45	74
#0000FF	0.21	0.22	5.05	7.45	74
#0000FF	0.22	0.23	5.05	7.45	74
#0000FF	0.23	0.24	5.05	7.45	74
#0000FF	0.24	0.25	5.05	7.45	74
#0000FF	0.25	0.26	5.05	7.45	74
#0000FF	0.26	0.27	5.05	7.45	74
#0000FF	0.27	0.28	5.05	7.45	74
#0000FF	0.28	0.29	5.05	7.45	74
#0000FF	0.29	0.3	5.05	7.45	74
#0000FF	0.3	0.31	5.05	7.45	74
#0000FF	0.31	0.32	5.05	7.45	74
#0000FF	0.32	0.33	5.05	7.45	74
#0000FF	0.33	0.34	5.05	7.45	74
#0000FF	0.34	0.35	5.05	7.45	74
#000000	0	0.01	0.05	2.45	75
#000000	0.01	0.02	0.05	2.45	75
#000000	0.02	0.03	0.05	2.45	75
#000000	0.03	0.04	0.05	2.45	75
#000000	0.04	0.05	0.05	2.45	75
#000000	0.05	0.06	0.05	2.45	75
#000000	0.06	0.07	0.05	2.45	75
#000000	0.07	0.08	0.05	2.45	75
#000000	0.08	0.09	0.05	2.45	75
#000000	0.09	0.1	0.05	2.45	75
#000000	0.1	0.11	0.05	2.45	75
#000000	0.11	0.12	0.05	2.45	75
#000000	0.12	0.13	0.05	2.45	75
#000000	0.13	0.14	0.05	2.45	75
#000000	0.14	0.15	0.05	2.45	75
#000000	0.15	0.16	0.05	2.45	75
#000000	0.16	0.17	0.05	2.45	75
#000000	0.17	0.18	0.05	2.45	75
#000000	0.18	0.19	0.05	2.45	75
#000000	0.19	0.2	0.05	2.45	75
#000000	0.2	0.21	0.05	2.45	75
#000000	0.21	0.22	0.05	2.45	75
#000000	0.22	0.23	0.05	2.45	75
#000000	0.23	0.24	0.05	2.45	75
#000000	0.24	0.25	0.05	2.45	75
#000000	0.25	0.26	0.05	2.45	75
#000000	0.26	0.27	0.05	2.45	75
#000000	0.27	0.28	0.05	2.45	75
#000000	0.28	0.29	0.05	2.45	75
#000000	0.29	0.3	0.05	2.45	75
#000000	0.3	0.31	0.05	2.45	75
#000000	0.31	0.32	0.05	2.45	75
#000000	0.32	0.33	0.05	2.45	75
#FF0000	0	0.01	2.55	4.95	75
#FF0000	0.01	0.02	2.55	4.95	75
#FF0000	0.02	0.03	2.55	4.95	75
#FF0000	0.03	0.04	2.55	4.95	75
#FF0000	0.04	0.05	2.55	4.95	75
#FF0000	0.05	0.06	2.55	4.95	75
#0000FF	0	0.01	5.05	7.45	75
#0000FF	0.01	0.02	5.05	7.45	75
#0000FF	0.02	0.03	5.05	7.45	75
#0000FF	0.03	0.04	5.05	7.45	75
#0000FF	0.04	0.05	5.05	7.45	75
#0000FF	0.05	0.06	5.05	7.45	75
#0000FF	0.06	0.07	5.05	7.45	75
#0000FF	0.07	0.08	5.05	7.45	75
#0000FF	0.08	0.09	5.05	7.45	75
#0000FF	0.09	0.1	5.05	7.45	75
#0000FF	0.1	0.11	5.05	7.45	75
#0000FF	0.11	0.12	5.05	7.45	75
#0000FF	0.12	0.13	5.05	7.45	75
#0000FF	0.13	0.14	5.05	7.45	75
#0000FF	0.14	0.15	5.05	7.45	75
#0000FF	0.15	0.16	5.05	7.45	75
#0000FF	0.16	0.17	5.05	7.45	75
#0000FF	0.17	0.18	5.05	7.45	75
#0000FF	0.18	0.19	5.05	7.45	75
#0000FF	0.19	0.2	5.05	7.45	75
#0000FF	0.2	0.21	5.05	7.45	75
#0000FF	0.21	0.22	5.05	7.45	75
#0000FF	0.22	0.23	5.05	7.45	75
#0000FF	0.23	0.24	5.05	7.45	75
#0000FF	0.24	0.25	5.05	7.45	75
#0000FF	0.25	0.26	5.05	7.45	75
#0000FF	0.26	0.27	5.05	7.45	75
#0000FF	0.27	0.28	5.05	7.45	75
#0000FF	0.28	0.29	5.05	7.45	75
#0000FF	0.29	0.3	5.05	7.45	75
#0000FF	0.3	0.31	5.05	7.45	75
#0000FF	0.31	0.32	5.05	7.45	75
#0000FF	0.32	0.33	5.05	7.45	75
#0000FF	0.33	0.34	5.05	7.45	75
#0000FF	0.34	0.35	5.05	7.45	75
#0000FF	0.35	0.36	5.05	7.45	75
#000000	0	0.01	0.05	2.45	76
#000000	0.01	0.02	0.05	2.45	76
#000000	0.02	0.03	0.05	2.45	76
#000000	0.03	0.04	0.05	2.45	76
#000000	0.04	0.05	0.05	2.45	76
#000000	0.05	0.06	0.05	2.45	76
#000000	0.06	0.07	0.05	2.45	76
#000000	0.07	0.08	0.05	2.45	76
#000000	0.08	0.09	0.05	2.45	76
#000000	0.09	0.1	0.05	2.45	76
#000000	0.1	0.11	0.05	2.45	76
#000000	0.11	0.12	0.05	2.45	76
#000000	0.12	0.13	0.05	2.45	76
#000000	0.13	0.14	0.05	2.45	76
#000000	0.14	0.15	0.05	2.45	76
#000000	0.15	0.16	0.05	2.45	76
#000000	0.16	0.17	0.05	2.45	76
#000000	0.17	0.18	0.05	2.45	76
#000000	0.18	0.19	0.05	2.45	76
#000000	0.19	0.2	0.05	2.45	76
#000000	0.2	0.21	0.05	2.45	76
#000000	0.21	0.22	0.05	2.45	76
#000000	0.22	0.23	0.05	2.45	76
#000000	0.23	0.24	0.05	2.45	76
#000000	0.24	0.25	0.05	2.45	76
#000000	0.25	0.26	0.05	2.45	76
#000000	0.26	0.27	0.05	2.45	76
#000000	0.27	0.28	0.05	2.45	76
#000000	0.28	0.29	0.05	2.45	76
#000000	0.29	0.3	0.05	2.45	76
#000000	0.3	0.31	0.05	2.45	76
#000000	0.31	0.32	0.05	2.45	76
#000000	0.32	0.33	0.05	2.45	76
#000000	0.33	0.34	0.05	2.45	76
#FF0000	0	0.01	2.55	4.95	76
#FF0000	0.01	0.02	2.55	4.95	76
#FF0000	0.02	0.03	2.55	4.95	76
#FF0000	0.03	0.04	2.55	4.95	76
#FF0000	0.04	0.05	2.55	4.95	76
#FF0000	0.05	0.06	2.55	4.95	76
#0000FF	0	0.01	5.05	7.45	76
#0000FF	0.01	0.02	5.05	7.45	76
#0000FF	0.02	0.03	5.05	7.45	76
#0000FF	0.03	0.04	5.05	7.45	76
#0000FF	0.04	0.05	5.05	7.45	76
#0000FF	0.05	0.06	5.05	7.45	76
#0000FF	0.06	0.07	5.05	7.45	76
#0000FF	0.07	0.08	5.05	7.45	76
#0000FF	0.08	0.09	5.05	7.45	76
#0000FF	0.09	0.1	5.05	7.45	76
#0000FF	0.1	0.11	5.05	7.45	76
#0000FF	0.11	0.12	5.05	7.45	76
#0000FF	0.12	0.13	5.05	7.45	76
#0000FF	0.13	0.14	5.05	7.45	76
#0000FF	0.14	0.15	5.05	7.45	76
#0000FF	0.15	0.16	5.05	7.45	76
#0000FF	0.16	0.17	5.05	7.45	76
#0000FF	0.17	0.18	5.05	7.45	76
#0000FF	0.18	0.19	5.05	7.45	76
#0000FF	0.19	0.2	5.05	7.45	76
#0000FF	0.2	0.21	5.05	7.45	76
#0000FF	0.21	0.22	5.05	7.45	76
#0000FF	0.22	0.23	5.05	7.45	76
#0000FF	0.23	0.24	5.05	7.45	76
#0000FF	0.24	0.25	5.05	7.45	76
#0000FF	0.25	0.26	5.05	7.45	76
#0000FF	0.26	0.27	5.05	7.45	76
#0000FF	0.27	0.28	5.05	7.45	76
#0000FF	0.28	0.29	5.05	7.45	76
#0000FF	0.29	0.3	5.05	7.45	76
#0000FF	0.3	0.31	5.05	7.45	76
#0000FF	0.31	0.32	5.05	7.45	76
#0000FF	0.32	0.33	5.05	7.45	76
#0000FF	0.33	0.34	5.05	7.45	76
#0000FF	0.34	0.35	5.05	7.45	76
#0000FF	0.35	0.36	5.05	7.45	76
#000000	0	0.01	0.05	2.45	77
#000000	0.01	0.02	0.05	2.45	77
#000000	0.02	0.03	0.05	2.45	77
#000000	0.03	0.04	0.05	2.45	77
#000000	0.04	0.05	0.05	2.45	77
#000000	0.05	0.06	0.05	2.45	77
#000000	0.06	0.07	0.05	2.45	77
#000000	0.07	0.08	0.05	2.45	77
#000000	0.08	0.09	0.05	2.45	77
#000000	0.09	0.1	0.05	2.45	77
#000000	0.1	0.11	0.05	2.45	77
#000000	0.11	0.12	0.05	2.45	77
#000000	0.12	0.13	0.05	2.45	77
#000000	0.13	0.14	0.05	2.45	77
#000000	0.14	0.15	0.05	2.45	77
#000000	0.15	0.16	0.05	2.45	77
#000000	0.16	0.17	0.05	2.45	77
#000000	0.17	0.18	0.05	2.45	77
#000000	0.18	0.19	0.05	2.45	77
#000000	0.19	0.2	0.05	2.45	77
#000000	0.2	0.21	0.05	2.45	77
#000000	0.21	0.22	0.05	2.45	77
#000000	0.22	0.23	0.05	2.45	77
#000000	0.23	0.24	0.05	2.45	77
#000000	0.24	0.25	0.05	2.45	77
#000000	0.25	0.26	0.05	2.45	77
#000000	0.26	0.27	0.05	2.45	77
#000000	0.27	0.28	0.05	2.45	77
#000000	0.28	0.29	0.05	2.45	77
#000000	0.29	0.3	0.05	2.45	77
#000000	0.3	0.31	0.05	2.45	77
#000000	0.31	0.32	0.05	2.45	77
#000000	0.32	0.33	0.05	2.45	77
#000000	0.33	0.34	0.05	2.45	77
#000000	0.34	0.35	0.05	2.45	77
#FF0000	0	0.01	2.55	4.95	77
#FF0000	0.01	0.02	2.55	4.95	77
#FF0000	0.02	0.03	2.55	4.95	77
#FF0000	0.03	0.04	2.55	4.95	77
#FF0000	0.04	0.05	2.55	4.95	77
#FF0000	0.05	0.06	2.55	4.95	77
#0000FF	0	0.01	5.05	7.45	77
#0000FF	0.01	0.02	5.05	7.45	77
#0000FF	0.02	0.03	5.05	7.45	77
#0000FF	0.03	0.04	5.05	7.45	77
#0000FF	0.04	0.05	5.05	7.45	77
#0000FF	0.05	0.06	5.05	7.45	77
#0000FF	0.06	0.07	5.05	7.45	77
#0000FF	0.07	0.08	5.05	7.45	77
#0000FF	0.08	0.09	5.05	7.45	77
#0000FF	0.09	0.1	5.05	7.45	77
#0000FF	0.1	0.11	5.05	7.45	77
#0000FF	0.11	0.12	5.05	7.45	77
#0000FF	0.12	0.13	5.05	7.45	77
#0000FF	0.13	0.14	5.05	7.45	77
#0000FF	0.14	0.15	5.05	7.45	77
#0000FF	0.15	0.16	5.05	7.45	77
#0000FF	0.16	0.17	5.05	7.45	77
#0000FF	0.17	0.18	5.05	7.45	77
#0000FF	0.18	0.19	5.05	7.45	77
#0000FF	0.19	0.2	5.05	7.45	77
#0000FF	0.2	0.21	5.05	7.45	77
#0000FF	0.21	0.22	5.05	7.45	77
#0000FF	0.22	0.23	5.05	7.45	77
#0000FF	0.23	0.24	5.05	7.45	77
#0000FF	0.24	0.25	5.05	7.45	77
#0000FF	0.25	0.26	5.05	7.45	77
#0000FF	0.26	0.27	5.05	7.45	77
#0000FF	0.27	0.28	5.05	7.45	77
#0000FF	0.28	0.29	5.05	7.45	77
#0000FF	0.29	0.3	5.05	7.45	77
#0000FF	0.3	0.31	5.05	7.45	77
#0000FF	0.31	0.32	5.05	7.45	77
#0000FF	0.32	0.33	5.05	7.45	77
#0000FF	0.33	0.34	5.05	7.45	77
#0000FF	0.34	0.35	5.05	7.45	77
#0000FF	0.35	0.36	5.05	7.45	77
#000000	0	0.01	0.05	2.45	78
#000000	0.01	0.02	0.05	2.45	78
#000000	0.02	0.03	0.05	2.45	78
#000000	0.03	0.04	0.05	2.45	78
#000000	0.04	0.05	0.05	2.45	78
#000000	0.05	0.06	0.05	2.45	78
#000000	0.06	0.07	0.05	2.45	78
#000000	0.07	0.08	0.05	2.45	78
#000000	0.08	0.09	0.05	2.45	78
#000000	0.09	0.1	0.05	2.45	78
#000000	0.1	0.11	0.05	2.45	78
#000000	0.11	0.12	0.05	2.45	78
#000000	0.12	0.13	0.05	2.45	78
#000000	0.13	0.14	0.05	2.45	78
#000000	0.14	0.15	0.05	2.45	78
#000000	0.15	0.16	0.05	2.45	78
#000000	0.16	0.17	0.05	2.45	78
#000000	0.17	0.18	0.05	2.45	78
#000000	0.18	0.19	0.05	2.45	78
#000000	0.19	0.2	0.05	2.45	78
#000000	0.2	0.21	0.05	2.45	78
#000000	0.21	0.22	0.05	2.45	78
#000000	0.22	0.23	0.05	2.45	78
#000000	0.23	0.24	0.05	2.45	78
#000000	0.24	0.25	0.05	2.45	78
#000000	0.25	0.26	0.05	2.45	78
